ITEM,INSTALL,DISCIPLINE,SUBCONTRACTOR,TAG,SYSTEM,DESCRIPTION,LEVEL,PQT DW,PQT BW,GQE,OBS
187,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT43,-,Temperature Transmitter (PT100),2,,,,
188,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT44,-,Temperature Transmitter (PT100),2,,,,
189,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT45,-,Temperature Transmitter (PT100),2,,,,
190,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT46,-,Temperature Transmitter (PT100),2,,,,
191,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT47,-,Temperature Transmitter (PT100),2,,,,
192,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT48,-,Temperature Transmitter (PT100),2,,,,
193,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT49,-,Temperature Transmitter (PT100),2,,,,
194,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT50,-,Temperature Transmitter (PT100),2,,,,
195,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT51,-,Temperature Transmitter (PT100),2,,,,
196,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT52,-,Temperature Transmitter (PT100),2,,,,
197,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT53,-,Temperature Transmitter (PT100),2,,,,
198,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT54,-,Temperature Transmitter (PT100),2,,,,
199,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT55,-,Temperature Transmitter (PT100),2,,,,
200,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT56,-,Temperature Transmitter (PT100),2,,,,
201,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT57,-,Temperature Transmitter (PT100),2,,,,
202,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT58,-,Temperature Transmitter (PT100),2,,,,
203,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-BT59,-,Temperature Transmitter (PT100),2,,,,
204,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH11,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
205,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH12,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
206,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH13,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
207,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH14,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
208,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH15,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
209,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH16,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
210,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH17,JTUBE TT,HVAC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
211,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH18,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
212,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH19,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
213,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH20,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
214,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH21,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
215,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH22,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
216,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH23,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
217,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH24,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
218,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH25,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
219,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH26,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
220,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH27,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
221,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH28,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
222,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH29,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
223,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH30,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
224,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH31,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
225,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH32,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
226,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH33,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
227,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH34,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
228,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH35,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,30,,,
229,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH36,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,,,,
230,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH37,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,,,,
231,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH38,-,HVAC Cable joints - Temperature Transmitter (PT100) Junction Box,3,,,,
232,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH39,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
233,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH40,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
234,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH41,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
235,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH42,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
236,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH43,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
237,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH44,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
238,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH45,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
239,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH46,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
240,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH47,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
241,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH48,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
242,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH49,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
243,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH50,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
244,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH51,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
245,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH52,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
246,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH53,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
247,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH54,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
248,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH55,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
249,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH56,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
250,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH57,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
251,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH58,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
252,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ02-UH59,JTUBE TT,HVAC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
253,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-BT11,HVAC,Temperature Transmitter (PT100),1,,,,
254,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-BT12,-,Temperature Transmitter (PT100),5,,,,
255,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-BT14,HVAC,Temperature Transmitter (PT100),2,,,,
256,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-BT15,-,Temperature Transmitter (PT100),6,,,,
257,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-UH11,JTUBE TT,HVDC J-Tubes - Temperature Transmitter (PT100) Junction Box,1,28,,,
258,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-UH12,JTUBE TT,HVDC J-Tubes - Temperature Transmitter (PT100) Junction Box,5,28,,,
259,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-UH14,JTUBE TT,HVDC sockets - Temperature Transmitter (PT100) Junction Box,2,,,,
260,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=213.UBZ03-UH15,JTUBE TT,HVDC sockets - Temperature Transmitter (PT100) Junction Box,6,,,,
261,99591,OTHER,Cymi,#HKF.BW41=215.ZXJ01-UH01,-,Helideck - Bird Deterrent System Control Panel,10,,,,
262,99591,MECHANICAL,Pine Inst y Montajes SAU,#HKF.BW41=215.ZXJ01-UH02,MECHANICAL,Helideck - Light Control Panel,9,,,,
263,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD01-UH81,,Doors and Windows - Junction Box Main,1,,,,
264,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD01-UH83,,Doors and Windows - Junction Box Main,1,,,,
265,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD01-UH85,,Doors and Windows - Junction Box Main,1,,,,
266,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD01-UH86,,Doors and Windows - Junction Box Main,1,,,,
267,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD01-UH90,,Doors and Windows - Junction Box Main,1,,,,
268,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD03-UH80,,Doors and Windows - Junction Box Main,4,,,,
269,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD04-UH80,,Doors and Windows - Junction Box Main,4,,,,
270,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD04-UH81,,Doors and Windows - Junction Box Main,4,,,,
271,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD04-UH83,,Doors and Windows - Junction Box Main,4,,,,
272,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD04-UH85,,Doors and Windows - Junction Box Main,4,,,,
273,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD05-UH80,,Doors and Windows - Junction Box Main,5,,,,
274,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD05-UH81,,Doors and Windows - Junction Box Main,5,,,,
275,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD05-UH83,,Doors and Windows - Junction Box Main,5,,,,
276,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD05-UH85,,Doors and Windows - Junction Box Main,5,,,,
277,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD05-UH86,,Doors and Windows - Junction Box Main,5,,,,
278,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD06-UH80,,Doors and Windows - Junction Box Main,6,,,,
279,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD06-UH82,,Doors and Windows - Junction Box Main,6,,,,
280,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD07-UH80,,Doors and Windows - Junction Box Main,7,,,,
281,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD07-UH83,,Doors and Windows - Junction Box Main,7,,,,
282,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD08-UH80,,Doors and Windows - Junction Box Main,8,,,,
283,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD08-UH81,,Doors and Windows - Junction Box Main,8,,,,
284,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD08-UH83,,Doors and Windows - Junction Box Main,8,,,,
285,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD08-UH84,,Doors and Windows - Junction Box Main,8,,,,
286,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD08-UH86,,Doors and Windows - Junction Box Main,8,,,,
287,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD08-UH88,,Doors and Windows - Junction Box Main,8,,,,
288,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH80,,Doors and Windows - Junction Box Main,9,,,,
289,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH83,,Doors and Windows - Junction Box Main,9,,,,
290,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH87,,Doors and Windows - Junction Box Main,9,,,,
291,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH88,,Doors and Windows - Junction Box Main,9,,,,
292,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH89,,Doors and Windows - Junction Box Main,9,,,,
293,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH90,,Doors and Windows - Junction Box Main,9,,,,
294,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH93,,Doors and Windows - Junction Box Main,9,,,,
295,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH94,,Doors and Windows - Junction Box Main,9,,,,
296,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD09-UH95,,Doors and Windows - Junction Box Main,9,,,,
297,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD10-UH80,,Doors and Windows - Junction Box Main,10,,,,
298,PINE,,Pine Inst y Montajes SAU,#HKF.BW41=223.UXD10-UH81,,Doors and Windows - Junction Box Main,10,,,,
299,99591,ELE,Cymi,#HKF.BW41=223.UXH05-QQ03.UC01,,,,,,,
300,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG01,-,Position Switch (Meeting Room Window),8,,,,
301,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG02,-,Position Switch (Meeting Room Window),8,,,,
302,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG03,-,Position Switch (Office Room Window),8,,,,
303,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG04,-,Position Switch (Office Room Window),8,,,,
304,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG05,-,Position Switch (Platform Control Room Window),8,,,,
305,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG06,-,Position Switch (Platform Control Room Window),8,,,,
306,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG07,-,Position Switch (Platform Control Room Window),8,,,,
307,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW08-BG08,-,Position Switch (Platform Control Room Window),8,,,,
308,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW08-UH01,EQUIPMENT,Window Position Switch - Junction Box,8,29,,,
309,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW08-UH02,EQUIPMENT,Window Position Switch - Junction Box,8,29,,,
310,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW08-UH03,EQUIPMENT,Window Position Switch - Junction Box,8,29,,,
311,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW09-BG01,-,Position Switch (Helicopter Pilot Office Window),9,,,,
312,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW09-BG02,-,Position Switch (Helicopter Pilot Office Window),9,,,,
313,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW09-BG03,-,Position Switch (Helicopter Pilot Resting Window),9,,,,
314,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW09-BG04,-,Position Switch (Helicopter Pilot Resting Window),9,,,,
315,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW09-BG05,-,Position Switch (First Aid Room Window),9,,,,
316,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=223.UXW09-BG06,-,Position Switch (First Aid Room Window),9,,,,
317,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW09-UH01,EQUIPMENT,Window Position Switch - Junction Box,9,29,,,
318,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW09-UH02,EQUIPMENT,Window Position Switch - Junction Box,9,29,,,
319,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW09-UH03,EQUIPMENT,Window Position Switch - Junction Box,9,29,,,
320,PINE,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=223.UXW09-UH04,EQUIPMENT,Window Position Switch - Junction Box,9,29,,,
321,99591,INS,,#HKF.BW41=231.CBS09-UH01,-,CCP MONITORING – REMOTE MONITORING PANEL,1,,,,
322,99591,INS,,#HKF.BW41=231.CCB09-UH01,-,DOOR POSITION SWITCH - JUNCTION BOX,JK,,,,
323,99591,INS,,#HKF.BW41=231.CCB09-UH02,-,DOOR POSITION SWITCH - JUNCTION BOX,JK,,,,
324,99591,INS,,#HKF.BW41=231.CCB09-UH03,-,CCP MONITORING – JUNCTION BOX,0,,,,
325,99591,INS,,#HKF.BW41=231.CCB09-UH04,-,CCP MONITORING – JUNCTION BOX,0,,,,
326,99591,INS,,#HKF.BW41=231.CCB09-UH05,-,DOOR POSITION SWITCH - JUNCTION BOX,JK,,,,
327,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL01,DP REFLECTORS,TRANSPONDER,JK,2,2,,
328,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL02,DP REFLECTORS,TRANSPONDER,JK,2,2,,
329,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL03,DP REFLECTORS,TRANSPONDER,JK,2,2,,
330,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL04,DP REFLECTORS,TRANSPONDER,JK,2,2,,
331,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL05,DP REFLECTORS,TRANSPONDER,JK,7,,,
332,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL06,DP REFLECTORS,TRANSPONDER,JK,7,,,
333,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL07,DP REFLECTORS,TRANSPONDER,JK,7,,,
334,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL08,DP REFLECTORS,TRANSPONDER,JK,7,,,
335,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL09,DP REFLECTORS,TRANSPONDER,JK,7,,,
336,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL10,DP REFLECTORS,TRANSPONDER,JK,7,,,
337,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL11,DP REFLECTORS,TRANSPONDER,JK,7,,,
338,99591,TEL,Cymi,#HKF.BW41=240.XSE01-BL12,DP REFLECTORS,TRANSPONDER,JK,7,,,
339,99591,TEL,,#HKF.BW41=240.XSE01-PF01,DP REFLECTORS,PRISM REFLECTOR,JK,8,8,,
340,99591,TEL,,#HKF.BW41=240.XSE01-PF02,DP REFLECTORS,PRISM REFLECTOR,JK,8,8,,
341,99591,TEL,,#HKF.BW41=240.XSE01-PF03,DP REFLECTORS,PRISM REFLECTOR,JK,8,8,,
342,99591,TEL,,#HKF.BW41=240.XSE01-PF04,DP REFLECTORS,PRISM REFLECTOR,JK,8,8,,
343,99591,TEL,,#HKF.BW41=240.XSE01-PF05,DP REFLECTORS,PRISM REFLECTOR,JK,8,8,,
344,99591,TEL,,#HKF.BW41=240.XSE01-PF06,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
345,99591,TEL,,#HKF.BW41=240.XSE01-PF07,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
346,99591,TEL,,#HKF.BW41=240.XSE01-PF08,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
347,99591,TEL,,#HKF.BW41=240.XSE01-PF09,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
348,99591,TEL,,#HKF.BW41=240.XSE01-PF10,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
349,99591,TEL,,#HKF.BW41=240.XSE01-PF11,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
350,99591,TEL,,#HKF.BW41=240.XSE01-PF12,DP REFLECTORS,PRISM REFLECTOR,JK,9,,,
351,99591,TEL,Cymi,#HKF.BW41=240.XSE01-UC01,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,7,,,
352,99591,TEL,Cymi,#HKF.BW41=240.XSE01-UC02,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,7,,,
353,99591,TEL,Cymi,#HKF.BW41=240.XSE01-UC03,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,7,,,
354,99591,TEL,Cymi,#HKF.BW41=240.XSE01-UC04,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,7,,,
355,99591,TEL,Cymi,#HKF.BW41=240.XSE01-UC05,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,,,,
356,99591,TEL,,#HKF.BW41=240.XSE01-UC06,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
357,99591,TEL,,#HKF.BW41=240.XSE01-UC07,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
358,99591,TEL,,#HKF.BW41=240.XSE01-UC08,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
359,99591,TEL,,#HKF.BW41=240.XSE01-UC09,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
360,99591,TEL,,#HKF.BW41=240.XSE01-UC10,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
361,99591,TEL,,#HKF.BW41=240.XSE01-UC11,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
362,99591,TEL,,#HKF.BW41=240.XSE01-UC12,DP REFLECTORS,JUNCTION BOX FOR TRANSPONDER,1,9,,,
363,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC01,DP REFLECTORS,JB DP REFLECTOR,1,,,,
364,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC02,DP REFLECTORS,JB DP REFLECTOR,1,,,,
365,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC03,DP REFLECTORS,JB DP REFLECTOR,1,,,,
366,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC04,DP REFLECTORS,JB DP REFLECTOR,1,,,,
367,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC05,DP REFLECTORS,JB DP REFLECTOR,1,,,,
368,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC06,DP REFLECTORS,JB DP REFLECTOR,1,,,,
369,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC07,DP REFLECTORS,JB DP REFLECTOR,1,,,,
370,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC08,DP REFLECTORS,JB DP REFLECTOR,1,,,,
371,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC09,DP REFLECTORS,JB DP REFLECTOR,1,,,,
372,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC10,DP REFLECTORS,JB DP REFLECTOR,1,,,,
373,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC11,DP REFLECTORS,JB DP REFLECTOR,1,,,,
374,99591,TEL,Cymi,#HKF.BW41=240.XSE02-UC12,DP REFLECTORS,JB DP REFLECTOR,4,,,,
375,99591,OTHER,,#HKF.BW41=321.XMT01-UH01,-,Main Pedestal Crane Control Cabinet,0,,,,
376,99591,ELE,Cymi,#HKF.BW41=322.XMB01-UC03,LV,Junction Box - Surge Arrester,1,61,64,,
377,99591,ELE,Dragados Offshore S.A.U.,#HKF.BW41=322.XMB02-UC03,LV,Junction Box - Surge Arrester,1,,64,,
378,99591,ELE,,#HKF.BW41=324.XMB01-GM01,MONORRAILES,Conducción VAHLE KBH for bridge cranes (including supporting),2,,,,
379,99591,ELE,Cymi,#HKF.BW41=324.XMB01-GM01.QA01,,,,,,,
380,99591,ELE,Cymi,#HKF.BW41=324.XMB01-QA01,-,MAINTENANCE SWITCH,2,,,,
381,99591,ELE,Cymi,#HKF.BW41=324.XMB01-UC03,,,,,,,
